;title;description;release_year;age_certification;genres;production_countries;seasons;imdb_score;imdb_votes
3290;Perfect Weapon;From swords and axes to great siege engines, two men put the greatest tools of warfare to the test.;2008;Unknown;['documentation'];['GB'];1.0;Unknown;Unknown
3296;Half & Half;"Half & Half is an American sitcom that aired on UPN from September 23, 2002, to May 15, 2006. The show focuses on the lives of two paternal half-sisters in their twenties who were estranged throughout their childhood, and are finally developing a close relationship. The series is set in San Francisco.

It was the second-most-watched show on UPN's Monday night line-up and fourth overall on the network. The show was on The CW's first draft line-up in March 2006, but due to several circumstances—including The CW's contractual obligation to pick up Reba, the uncancelling of All of Us, and the pick-up of the Girlfriends spin-off The Game—Half & Half was left off the final Fall 2006 schedule and ended production. The series has aired in reruns on Global TV in Canada, Trouble in the UK and in local syndication in the United States. It also airs in the United States on TV One.";2002;TV-14;['comedy'];['US'];4.0;7.0;1827.0
3299;Horseland;"Horseland is an American animated series produced by DIC Entertainment. It is a comic mischief program following events in the lives of a group of children riding at Horseland, an equestrian school and stables. Their adventures include riding, and raising and entering their horses in competitions. The show premiered on September 16, 2006 as part of CBS's new Saturday morning cartoon block, KOL Secret Slumber Party on CBS. Concurrent with the series, the online virtual pet game that it was based upon was updated to complement the show by launching a new ""Junior version"" of the game based on the program and featuring its various characters and locations. After three seasons, the show's original run ended on CBS on September 19, 2009. Reruns of Horseland then aired nationwide on the digital subchannel This TV; two episodes aired each weekend until September, 2010. As of February 5, 2011 Horseland is again part of Cookie Jar TV on CBS. It has 7 books for the series related to the episodes. The books can be purchased online.";2006;TV-Y7;['animation', 'family', 'comedy'];['US'];3.0;5.6;365.0
3306;Byron;Byron revolutionized English poetry and died a hero. He became famous overnight when the poetic record of his adventures abroad was received with rapture. This rich historical drama explores the true identity of the wild poetic genius who broke every taboo in the book. Byron's affairs and his unconventionality, however, were always destined to bring him down.;2003;Unknown;['drama'];['GB'];1.0;Unknown;Unknown
3308;Everything's Rosie;Rosie lives in a playhouse with her colourful group of friends. Together they embark on adventures as they learn the meaning of true friendship.;2010;Unknown;['family', 'animation'];['GB'];4.0;6.7;55.0
3310;Timmy Time;Timmy Time is a British animated pre-school children's comedy series created by the BBC and Aardman Animations. It started broadcasting in the UK on CBeebies on 6 April 2009. The show is a spin off from the Shaun the Sheep animation which itself is a spin off from the Aardman series Wallace & Gromit, which introduced the character of Shaun. The first two series ran for 26 episodes. In the United Kingdom, the show's most recent run began in September 2011 on CBeebies. In Australia, season one commenced in May 2009 on ABC1 and season three started in May 2011 on ABC 4 Kids.;2009;TV-Y;['comedy', 'fantasy', 'animation', 'family', 'european'];['GB'];3.0;6.9;1083.0
3322;Glenn Martin, DDS;"Glenn Martin, DDS is an American stop-motion-animated television series that premiered on Nick at Nite on August 17, 2009. The series was produced by Tornante Animation in association with Cuppa Coffee Studio. Glenn Martin, DDS was Nick at Nite's fourth original series.

The show premiered on March 18, 2010 on Sky1 in the UK and Ireland. Season two premiered on June 11, 2010. The show ended on November 7th, 2011.";2009;TV-14;['comedy', 'animation'];['US', 'CA'];2.0;4.3;1052.0
3323;Mister Maker;Mister Maker is a pre-school children's arts and crafts programme commissioned by Michael Carrington at the BBC for CBeebies. The programme launched in 2007 and also airs on BBC One and BBC Two. In the United States and Latin America the show airs on the Discovery Familia network, dubbed in Spanish. To date three series have been commissioned from The Foundation. It also airs in Australia on ABC2. The programme comprises a mixture of animation and real time content, and a spin-off programme Mister Maker Comes to Town began in 2010. Mister Maker is played by Phil Gallagher.;2007;Unknown;['family', 'european'];['GB'];4.0;6.3;21.0
3333;Sandra, The Fairytale Detective;Sandra, The Fairytale Detective is a Spanish TV series. Created by Imira Productions. It is an animated program aimed at young children that attempts to combine the genres of fairy tales and detective novels. A few years back, Imira Entertainment sought a way to combine those two concepts while simultaneously creating one of the most inventive cartoons in years. Now, the company is taking its proven success and shopping it around a number of new locations, bringing Sandra to TG4 in Ireland and RSI in Switzerland. The Fairytale Detective is accompanied by her pal Fo the Elf, a 508 year old assistant who gathers Sandra’s cases, as well as Rachel, Sandra’s best pal. As if the mysteries weren’t tough enough, Markus will appear on occasion, hoping to spoil the day by bullying Sandra. Thankfully, though, Sandra always finds her way.;2009;TV-G;['animation', 'comedy', 'european'];['ES'];1.0;8.2;47.0
3334;Fireflies;"Fireflies is an Australian television show which aired on the Australian Broadcasting Corporation in Australia and RTÉ One in Ireland. It debuted on 7 February 2004 and screened as 22 episodes. The series was set in the fictional country town of Lost River, population 487. It was centred on the lives of a group of volunteer firefighters, during the hottest, driest summer in decades. The theme song ""Beautiful Feeling"" was written and performed by Paul Kelly.";2004;Unknown;['drama'];['AU'];1.0;7.0;70.0
3337;The Cut;The Cut delves into the sometimes murky world of Telford Sports Management run by rogue sports agent Bill Telford, and his hapless son Andrew.;2009;Unknown;['drama'];['AU'];1.0;6.9;35.0
3339;Amnesia;An amnesiac might be a key figure in Detective Mackenzie Stone's search for his own wife, who disappeared five years ago.;2004;TV-14;['drama', 'romance', 'thriller'];['GB'];1.0;7.0;608.0
3340;Simon’s Cat;Simon's cat follows the silent-movie-like adventures of a cat and his owner and lots of others.;2008;TV-Y;['animation', 'comedy'];['GB'];14.0;8.1;617.0
3342;Britain's Best Drives;Britain's Best Drives is a six-part 2009 British television series in which Richard Wilson travels across the UK in reviewing the best driving roads from a motoring guide of the 1950s. In each episode he drives a different car of the period. There was also a seventh episode where Wilson learns how to drive a manual transmission car again.;2009;Unknown;['documentation'];['GB'];1.0;7.4;22.0
3362;Pajanimals;Jim Henson's Pajanimals is a children's TV series on PBS Kids Sprout. The Pajanimals are characters that were made by Jim Henson's Creature Shop at The Jim Henson Company.;2008;TV-PG;['family'];['IE'];3.0;6.7;100.0
3381;SciGirls;"SciGirls is a weekly television series and educational outreach program for elementary and middle-school children based on proven best practices for science, technology, engineering and math education for girls. Launched in February 2011 and produced by Twin Cities Public Television, the episodes are broadcast on most PBS stations, and the project’s website is at http://pbskidsgo.org/scigirls. SciGirls is designed to encourage girls to pursue STEM careers, in response to the low numbers of women in many scientific careers..

The show was awarded a Daytime Emmy Award in 2011 for Outstanding New Approaches in a Children's TV Show and Best Emmy for Summer 2011 and Metal Trophy for Winter 2011.";2010;TV-Y;['reality', 'animation', 'family'];['US'];5.0;7.4;24.0
3390;Clifford's Puppy Days;"Clifford's Puppy Days is a short-lived animated children's television series that originally aired on PBS Kids from 15 September 2003 to 13 October 2004. A spin-off of the original Clifford the Big Red Dog, it is set before the original series, and features the adventures of Clifford during his puppy days before he grew.

The series was cancelled in 2004 following low ratings. Reruns aired regularly following the cancellation, though they were halted in 2006. Since then, occasional reruns continue to air.

In the UK the show aired on CBeebies.";2003;TV-Y;['animation', 'comedy', 'family'];['US'];2.0;6.4;316.0
3405;Design Squad;Design Squad is a PBS reality television series geared towards middle and high-school children, where contestants design whimsical machines in order to win an Intel college scholarship worth $10,000. The show is produced by WGBH.;2007;Unknown;['family'];['US'];3.0;8.3;27.0
3410;The Border;"The Border is a Canadian drama that aired on CBC Television and 20 other TV networks worldwide. It was created by Peter Raymont, Lindalee Tracey, Janet MacLean and Jeremy Hole of White Pine Pictures. The Executive in Charge of Production is Janice Dawe. Episodes in the first season were directed by John Fawcett, Michael DeCarlo, Ken Girotti, Kelly Makin, Brett Sullivan and Philip Earnshaw. The first season had a total budget of 20 million dollars, with about 1.5 million dollars per episode.

The series is set in Toronto and follows agents of the fictitious Immigration and Customs Security agency. ICS was created by the Government of Canada to deal with trans-border matters concerning Canadian national security including terrorism and smuggling.

The cancellation of The Border was announced by the CBC after three seasons were aired.";2008;Unknown;['action', 'crime', 'drama', 'family', 'documentation', 'comedy'];['CA'];3.0;7.0;859.0
3432;New York Goes to Hollywood;"New York Goes to Hollywood is a reality VH1 series that consists of eight, 30-minute-episodes. New York Goes to Hollywood premiered on August 4, 2008. This spin-off of the I Love New York series, features Tiffany ""New York"" Pollard as she tries to find an acting job in Hollywood, California. In order to be an ""established actress,"" Tiffany Pollard has to put her life aside to achieve her Hollywood goal by leaving her mother, Michelle Patterson, and George ""Tailor Made"" Weisgerber. The show is available on iTunes & the first episode was made available free for a limited time. A follow-up/spin-off season, entitled New York Goes to Work, premiered May 4, 2009.";2008;Unknown;['reality'];['US'];1.0;4.4;181.0
3433;Il commissario Manara;Il commissario Manara is an Italian television series.;2009;Unknown;['crime', 'european'];['IT'];2.0;6.5;184.0
3438;Rick Stein's Mediterranean Escapes;Rick Stein discovers the many varied delights of Mediterranean food.;2007;Unknown;['documentation', 'reality'];['GB'];1.0;8.4;75.0
3470;Mix Master;Mix Master is a Korea - Japan co-produced anime series based on the MMORPG, also known by the name Mix Master King of Cards. It is a co-production by Nippon Animation of Japan and Sunwoo Entertainment and KBS of Korea. The series aired on Cartoon Network in many Asian areas from Southeast Asia to South Korea and all of Asia between. The story centers on the fantasy and adventure card game, Mix Master. This anime series has many bearing similarities to Yu-Gi-Oh and Duel Masters.;2005;TV-Y;['animation', 'comedy'];['KR', 'JP'];2.0;8.2;37.0
3471;Tayo the Little Bus;Tayo the Little Bus is a South Korean computer-generated animated television series created by Educational Broadcasting System, Iconix Entertainment, Seoul and Hot Animation which is owned by HiT Entertainment. The Korean-dubbed series began airing on EBS in 2010 and the English-dubbed series aired on Disney Junior in 2012. The latter is also scheduled to air on Disney Channel and Cartoonito in 2013. The narrator of the UK series is Michael Angelis who also narrates the UK series of Thomas & Friends.;2010;TV-Y;['animation', 'comedy', 'family'];['KR'];6.0;5.2;156.0
3484;Rubbadubbers;The Rubbadubbers is a British stop motion animation children's show from Hot Animation which is owned by HIT Entertainment.;2003;TV-Y;['animation', 'family', 'european'];['GB'];4.0;6.5;239.0
3505;Primal Grill with Steven Raichlen;Primal Grill with Steven Raichlen is a round-the-world barbecue odyssey, exploring the tools, fuels, and techniques used by pit masters. Hosted by Steven Raichlen - creator of the popular public television series Barbecue University and author of the Barbecue Bible and How to Grill - the series provides easy-to-follow instructions and techniques for creating mouth-watering barbecue dishes.;2009;Unknown;['reality'];['US'];3.0;8.0;33.0
3508;Rick Stein's Far Eastern Odyssey;Rick Stein takes an epic culinary journey by sea, down rivers and overland to explore the Far East's diverse food cultures.;2009;Unknown;['documentation'];['GB'];1.0;8.0;72.0
3511;Betsy's Kindergarten Adventures;"Betsy's Kindergarten Adventures is a slice of life cartoon intended for young children. The show premiered on January 19, 2008 on PBS Kids. The show follows a girl named Betsy as she starts out her school years. The series premiere shows Betsy facing the uncertainty of her first day of school and the adjustments she must make as she meets her new teacher and classmates, encounters unfamiliar rules and routines, and finds herself in an entirely new environment. Subsequent episodes show Betsy's excitement and sense of adventure as she adapts to the new experiences of kindergarten.

This show is similar to other PBS Kids shows like Caillou and Clifford the Big Red Dog that cater to an audience of children between the ages of 2-6.";2008;TV-Y;['animation', 'family'];['US'];1.0;5.4;60.0
3512;homeMADE;"homeMADE is an Australian reality television series that aired on the Nine Network. It premiered on 10 May 2009, and episodes aired twice weekly on Tuesdays at 7:30 pm and again at 9:30 pm. The series was presented by David Heimann, who also acted as a mentor to the contestants.

The concept of homeMADE was that two teams of emerging designers renovated two houses in five days, with one eventual winner receiving a prize of $100,000. The winner was announced on 7 July, as Jason from NSW. The designers were judged by Neale Whitaker, Editor-in-Chief of Belle, and interior stylist Sibella Court. Whitaker and Court are joined by guest judges, including Deborah Bibby, Paul Hecker, David Hicks and Greg Natale.";2009;Unknown;['comedy'];['AU'];1.0;Unknown;Unknown
3518;New York Goes to Work;"New York Goes to Work is a reality VH1 series that first premiered on May 4, 2009. This follow-up of New York Goes to Hollywood stars Tiffany ""New York"" Pollard as she tries to find a regular job. The jobs are selected by fans from a list of three possible jobs for each individual episode. She will receive a $10,000 bonus each week if she is able to impress her employer. However, if she instead quits/fails or gets fired, she receives no bonus for the week.";2009;Unknown;[];['US'];1.0;4.9;139.0
3528;Postcards from Buster;"Postcards from Buster is a children's television series for children aged 6–12, containing both animation and live-action that originally aired on Public Broadcasting Service. It is a spin-off of the Arthur cartoon series. The show stars Arthur's best friend, 8-year-old rabbit Buster Baxter. Inspired by a 2003 episode of Arthur entitled ""Postcards from Buster"", the television series was produced by Cinar and Marc Brown Studios.

It first aired October 11, 2004, on PBS Kids Go!. Buster's interests include eating anything, reading comic books, and playing video games. Buster's personality is that of a fairly intelligent and curious child. He also believes that extraterrestrials are real. Buster's parents are divorced; in this series, Buster is seen with his father, Bo Baxter.

Arthur Read and many other characters from the PBS Kids Go! animated television series Arthur make cameo appearances in this series, and most episodes have an Arthur character playing a minor role. The series went through a hiatus between November 2008 and February 2012.";2004;TV-Y7;['animation', 'comedy', 'family'];['US', 'CA'];3.0;5.7;197.0
3532;He Who Can't Marry;"Kekkon dekinai otoko, known in English as He Who Can't Marry, is a 2006 Japanese drama broadcast by Fuji TV. The theme song is ""Swimmy"" by Every Little Thing.

The drama was produced by Kansai Telecasting Corporation and Media Mix Japan.";2006;Unknown;['drama', 'comedy'];['JP'];2.0;8.0;859.0
3537;Snog Marry Avoid?;Snog Marry Avoid? is a British reality television show broadcast on BBC Three, produced by Remarkable Television. The first four series were presented by Atomic Kitten member Jenny Frost, with Ellie Taylor presenting from the fifth series onwards. The show focuses mainly on transforming 'fakery obsessed' or 'slap addicts' in Britain into natural beauties by stripping them of their skimpy clothes and layers of make-up and giving them a makeunder instead of a makeover with the help of POD – the Personal Overhaul Device. POD's commentary is created by comedian Doug Faulkner and is voiced by the series 1-3 producer.;2008;Unknown;['reality'];['GB'];6.0;5.2;315.0
3551;The Invisibles;The Invisibles is a British 2008 comedy drama series created and written by William Ivory for the BBC. It was produced by Company Pictures, shot in the Republic of Ireland and Northern Ireland.;2008;Unknown;['comedy', 'drama', 'scifi', 'crime'];['GB'];1.0;7.1;218.0
3568;ToddWorld;"ToddWorld is an animated children's TV programme about the adventures of a boy named Todd and his friends.

ToddWorld features the artistic style of Todd Parr's children's books and was created by Todd Parr and writer Gerry Renert of SupperTime Entertainmenet. The show is produced by Mike Young Productions, an award-winning animation studio based in Woodland Hills, California and Merthyr Mawr, Wales. The show is notable for its bold lines and bright colors. Each ten-minute episode conveys a message about tolerance, diversity and acceptance. It has won many awards and been nominated for many more.";2004;TV-Y;['family', 'animation'];['US'];2.0;7.3;66.0
3588;Amazing Detective Di Renjie;Di Renjie is Tang dynasty magistrate and statesman, who investigates mysterious murders.;2004;Unknown;['drama', 'thriller', 'crime', 'history'];['CN'];5.0;8.0;82.0
3591;Nightmare in Suburbia;Real-life suburban crimes, mixing expert analysis with dramatic re-enactments.;2008;Unknown;['documentation', 'crime'];[];5.0;7.9;58.0
3597;The Future Is Wild;"The Future is Wild is an animated children's version of Canadian 2003 joint Animal Planet/ORF and ZDF co-production The Future Is Wild. It was developed by Nelvana Animation, and directed by Mike Fallows, with characters and creatures designed by Brett Jubinville. It is made in CGI animation. The show is a Teletoon Original Production and first aired on Teletoon on June 28, 2010; it made its debut in the US on Discovery Kids on October 13, 2007. It now airs weekday mornings on The Hub. It features four teenagers who study the future of the earth to find a new habitat for humanity, while learning about the futuristic creatures who inhabit it. The show ran for one 26 episode season. It utilizes creatures speculated about in a the original version of The Future Is Wild, albeit with highly fictionalized elements.";2007;Unknown;['scifi', 'family', 'animation'];['CA', 'US'];1.0;7.3;99.0
3599;Pet Alien;Pet Alien is a US computer-animated series produced by Mike Young Productions and Antefilms Productions in 2005. It was created by Jeff Muncy and the episodes are mainly written by Dan Danko and directed by Andrew Young. The series centres around the 15-year-old boy Tommy Cadle, whose lighthouse is invaded by five aliens. Crest Animation studios brought this story to life with their computer graphics expertise and this series was executed by a crew based in Mumbai, India.;2005;TV-Y7;['comedy', 'family', 'scifi', 'animation'];['US'];2.0;4.7;184.0
3620;The Nativity;Drama revealing the human story beneath the classic biblical tale, from the courtship of Mary and Joseph in Nazareth to the birth of Jesus in a Bethlehem stable.;2010;Unknown;['drama', 'family'];['CA', 'GB'];1.0;7.6;306.0
3623;Superships;Each episode of this series gives a close up look into the operation, design, and physics behind how a particular very special ship operates, from a couple of very remarkable ferries, to science vessels, to a supertanker,. Typically, for each episode/ subject ship, the film crew travels with the vessel on a journey or two and the story of that particular trip are interwoven with interviews with experts on the history, and engineering behind these super ships.;2001;Unknown;[];[];1.0;7.6;20.0
3626;Dive Olly Dive!;"Dive Olly Dive! follows the adventures of two young submarines in training ""Olly and Beth"" under the guidance of Diver Doug at the Special Underwater Research Facility (S.U.R.F.)";2006;TV-Y7;['animation', 'fantasy'];['AU'];3.0;6.1;105.0
3627;My Friend Rabbit;Mouse works together with his best friend Rabbit and a group of animals to solve problems.;2007;TV-Y7;['animation', 'comedy', 'family'];['CA'];2.0;7.3;79.0
3670;Being Ian;"Being Ian is a Canadian animated series produced by Studio B Productions, Corus Entertainment and Nelvana, focusing on 12-year-old Ian Kelley, who aspires to become a filmmaker. It originally aired from January 1, 2005 to April 22, 2007.

The series is created by and based on the early life of actor/writer Ian James Corlett. It is set in the city of Burnaby, British Columbia. Produced in 2004, it debuted January 4, 2005 on YTV. The series aired in the United States on Qubo from September 19, 2009 - October 24, 2009.";2005;TV-G;['animation', 'family'];['CA'];4.0;6.4;378.0
3693;Life on Fire;A close up look at volcanoes, providing viewers with a never seen before look at their effect on the environment around them. Each episode paints survival stories around different volcanoes. From the dark abyss to pristine snow-capped peaks, spectacular scenery provides the backdrop for the extraordinary animals and plants that have learned to juggle with fire.;2010;TV-PG;['documentation'];['FR'];1.0;8.3;41.0
3724;The Shaolin Warriors;"The Shaolin Warriors is a Chinese television series directed by Raymond Lee and starring Sammo Hung, Cui Lin, Christopher Lee, Li Man, Sammy Hung, Cui Peng, Liu Ying and Jeanette Aw. The series was first broadcast in November 2008 on CCTV-8 in mainland China.

It is the first wuxia drama to filmed in direct collaboration with the world-famous Shaolin Temple and features some rarely seen martial arts techniques.";2008;Unknown;[];['CN'];1.0;Unknown;Unknown
3731;My Dad the Rock Star;"My Dad the Rock Star is a Canadian animated television series created by KISS bassist Gene Simmons, and produced by Canadian company Nelvana for the Canadian based channel Teletoon, and on Nickelodeon and Nicktoons Channel in the United States, andon Pop! and Kix! in the UK.

The show focuses on Willy Zilla, an ordinary timid teen boy just trying to be normal person despite being the son of a flamboyant, rich, and lively celebrity rock star named Rock Zilla";2003;TV-Y;['animation', 'family', 'comedy', 'music'];['US', 'CA', 'GB'];2.0;5.1;404.0
3750;UFO Ultramaiden Valkyrie;UFO Ultramaiden Valkyrie, aka UFO Princess Valkyrie, is an anime series that follows the story of Kazuto Tokino and the alien Princess, Valkyrie, who gives half her soul to Kazuto to save him after accidentally crashing her spaceship into Kazuto's family owned public bathhouse and nearly killing him. The splitting up of her soul turned her into a child, but whenever she kisses Kazuto, Valkyrie returns to her adult form for a limited time, and regains the use of her special powers.;2002;TV-MA;['scifi', 'animation', 'comedy'];['JP'];4.0;6.6;77.0
3752;Guardians of the Power Masks;Something quite unexpected happens when Annie is forced to spend the summer with her aging, warrior grandmother in the sleepy rural town of Singing Rocks, China. It doesn't take long for Annie and her cousin Yong to find out that their grandmother is the keeper of three secret and powerful masks that will guide them in their quest to be the next generation of warriors to help save the world.;2010;Unknown;['animation'];[];1.0;6.4;7.0
3757;Da Kink in My Hair;Follows the lives of a group of women who let their hair down in more ways than one at Letty's, a vibrant and bustling hair salon in Toronto's Caribbean community. Novelette, Letty's smart and capable owner, has the answers to her clients' dilemmas but can't always figure out how to tame the tangles in her own life surrounded as she is by her outspoken eccentric sister Joy, her fourteen-year-old born-and-raised in Jamaica son Dre and her family of stylists including the wide-eyed new girl Starr and the wicked-tongued bad boy Nigel.;2007;Unknown;['comedy', 'drama'];['CA'];2.0;4.7;329.0
3767;Paula's Home Cooking;"Paula's Home Cooking is a Food Network show hosted by Paula Deen. Deen's primary culinary focus was Southern cuisine and familiar comfort food that is popular with Americans. In the show, classic dishes such as pot roast, fried okra, fried chicken and pecan pie were the norm, and overly complicated or eccentric recipes were usually eschewed. Dishes that are flavorful and familiar were spotlighted, although the fat content and calorie count of the meals were often very high. Paula also showed off vignettes of Savannah, Georgia, where she co-owns with her sons Jamie and Bobby, The Lady & Sons.

Deen's popularity, spurred by the show, led to a small role in the feature film Elizabethtown.

Despite its seemingly Southern atmosphere, Paula's Home Cooking was taped in upstate New York until 2006; since then, shows had been taped at Deen's new home near Savannah. In 2008, Deen began work on a revamped version of the series called Paula's Best Dishes, in which friends and family join her in the kitchen to prepare recipes. Deen's sons often appeared as guests on the show. They too proved to be popular among Food Network's audience and now have their own show, Road Tasted, similar to Rachael Ray's Tasty Travels. Deen's husband, Michael Groover, also appeared sporadically as a guest, and Food Network taped the Deen-Groover wedding in 2004 as a special edition of the show. The success of Paula's Home Cooking led to a line of cookbooks, a magazine, other television shows and specials, and related merchandise. Reruns of the show now air on Food Network's sister channel GAC.";2002;TV-G;['reality'];['US'];12.0;6.0;133.0
3770;What's Up In Space: The Solar System For Kids;a refreshing series that introduces young learners to the solar system. These fascinating topics are presented at a developmentally appropriate level, using a combination of live action, colorful illustrations and computer created animations.;2010;TV-G;[];['US'];1.0;Unknown;Unknown
3792;Salvage Code Red;For one of the most treacherous jobs in the world, it takes a special kind of person to become a salvage expert. Whether a rookie or an old hand, they must be brave, tenacious, have great technical skill and be committed to saving crews and cargo from meeting a premature and watery end.;2009;TV-PG;['documentation'];['US'];2.0;7.3;13.0
3802;Million Dollar Money Drop;"Million Dollar Money Drop is an American game show which aired on Fox in the United States and Canada. It is based on the UK series The Million Pound Drop Live. However, unlike the original UK version, it was not broadcast live, and there were several changes to the format. The show premiered on December 20, 2010, and was hosted by Kevin Pollak.

On February 21, 2011, buzzerblog.com announced a potential second season to air in the summer along with a board game as well.

On May 18, 2011, TVSeriesFinale.com reported that Fox had cancelled Million Dollar Money Drop and would not be producing a second season. However, more than 15 different international versions of the program will continue to air in other countries. There has been no comment from FOX as to why Million Dollar Money Drop was cancelled, though there's speculation it was due to its initial low ratings.";2010;Unknown;[];['US'];1.0;5.4;83.0
3805;My Dream Farm;"From The New York Times: Fleeing city life and embracing a pastoral existence: It's not just for Instagrammable fantasies anymore. Well, actually, it still is, and this British series from 2010 serves as a good reminder that small-scale farming is a tremendous undertaking. Get ready to learn about pig mange, for example, and the need to follow local building ordinances lest your would-be alpaca farm violate the law. Still, this show is mostly Monty Don giving gentle guidance and nonjudgmental suggestions. And advice like ""get to know your neighbors"" and ""educate yourself about relevant issues"" is as valuable in the concrete jungle as it is on a fledgling flower farm.";2010;Unknown;['reality'];['GB'];1.0;7.6;19.0
3815;Biblical Collector's Series;"Are Bible stories an accurate historical record of events or the musings of mortal men? Biblical mysteries are examined in this series that asks, ""What is the real truth?""";2006;Unknown;[];[];1.0;Unknown;Unknown
3823;Gasp!;Laughs, Lunacy and Logic - wait, scratch that last part - conspire in this situation comedy series about a larger-than-life little goldfish named Gasp, whose imagination is as big as his heart.;2010;Unknown;['animation'];['AU'];1.0;7.2;8.0
3830;Like Father Unlike Son;Craig and Oliver are not only father and son but also best friends. They speak about everyday life, football, films and everything else in between.;2001;Unknown;[];['KR'];1.0;Unknown;Unknown
3834;Cosmic Quantum Ray;"""Cosmic Quantum Ray"" is a zany comedy-action-adventure series that brings the strange corners of the universe to the world of Earth teenager Robbie Shipton. Robbie represents Earth as a member of Team Quantum - an elite, eccentric team of heroes that saves the Universe almost every day, and hopefully in time for Robbie to get to his third-period Science class!";2010;TV-G;['action', 'family', 'animation', 'documentation'];['FR', 'US', 'DE'];1.0;5.6;44.0
3850;Nick Baker's Weird Creatures;This 7 x 45 minutes series bestows a zoological freak show, presented by the exuberant and engaging Nick Baker. In a unique collaboration with the British Natural History Museum, this landmark series presented by Nick Baker takes us to some of the most remote and inhospitable corners of the globe in order to find the ugliest, slimiest and downright bizarre animals that grace the planet. These are the animals that Nick Baker has been longing to track down ever since his childhood days when he was ''dumped'' at the world-class repository of zoological wonders, the British Natural History Museum in South Kensington. Nick always found himself drawn to the most extreme, absurd and unusual exhibits. Some would dismiss these oddities as freaks of nature, but for Nick, these are the unsung heroes of evolutionary biology.;2008;Unknown;['documentation'];['US'];3.0;8.6;53.0
3890;The Little Nyonya;"A biographic flashback of an extended Peranakan family in Malacca; set in the 1930s, the story spans over 70 years and several generations of three families.";2008;TV-14;['drama'];['SG'];1.0;Unknown;Unknown
3936;Music and Sounds with Bonnie Bear;"Together with her best friend, Mr. Gramophone, Bonnie Bear creates colorful paintings from sounds that she hears. ""Bonnie Bear"" demonstrates how working with both your ears and hands can bring together sounds and colors to create a beautiful, whole picture.";2006;TV-Y;[];[];1.0;Unknown;Unknown
3969;Air Power;Air Power is a historical educational television series broadcast in the 1950s over the CBS television network dealing with the rise of aviation as a military weapon. It starred Walter Cronkite as the narrator and featured a musical score by Norman Dello Joio.;2005;Unknown;['documentation', 'war'];['US'];1.0;7.5;38.0
3972;Don't Quit Your Gay Job;"Don't Quit Your Gay Job is a Canadian reality television series presented by Rob Easton and Sean Horlor and broadcast on OUTtv in Canada, on here! gay television network in the United States and through OUTtv Netherlands available in most of Europe.

Each half-hour episode of Don't Quit Your Gay Job features Easton and Horlor competing to see who can be the most successful at stereotypical jobs. The first season of the show was broadcast in 2009 and a second season in 2010 started with a sports series followed by a general set of careers.";2009;TV-14;['comedy'];['CA'];4.0;4.6;48.0
3973;Mythical Detective Loki Ragnarok;Loki is the Norse god of mischief. Banished by Odin, Loki is forced to take the form of a human child. The only way he can return to the realm of the gods is by collecting the evil auras which take over human hearts. Forming a detective agency specializing in paranormal things and aided by his loyal companion Yamino and soon joined by a human girl named Mayura who is unusually obsessed with mysteries. The adventures begin and are far from slowing down.;2003;TV-PG;['animation', 'comedy', 'fantasy'];['JP'];1.0;6.6;133.0
3976;La omicidi;A demented serial killer twists Dante's poetry into pure evil in this blockbuster Italian crime drama from the writer of the seminal Mafia series The Octopus (La Piovra). Chief Inspector Antonio Lazzaro returns from fighting the drug cartels of Latin America to take charge of the homicide squad. Complicating matters is a romantic relationship that's not quite over between him and fellow inspector Simona Colli. While keeping their relationship professional the couple, along with their crack investigative team, solve a series of murders that seem unrelated - until a pattern emerges. The murderer leaves cryptic clues from Dante's Divine Comedy at each crime scene. Veiled language from the medieval classic points to the next victim or the next crime location, luring the investigators ever deeper into a mystery, a trap and the mind of a killer. Lazzaro is soon racing against time to catch the maniacal killer whose ultimate target is Lazzaro himself. The ancient meets the modern as the homicide squad scrambles to use the latest forensic technology as well as their own instincts to find the Dante Killer before he closes in on them all. Yet all their training and methodology are of no use to them when it comes to unlocking the inner workings of the mind of an obsessed lunatic. Starring Massimo Ghini, Luisa Ranieri (Letters to Juliet) and Omero Antonutti (The Night of The Shooting Stars), this thrilling six-part series on three DVDs from acclaimed screenwriter Sandro Petraglia explores some of life's biggest issues: the nature of good and evil, love, obsession and the criminal mind.;2004;Unknown;['crime', 'drama'];['IT'];1.0;5.8;52.0
3979;Paula's Best Dishes;"Paula's Best Dishes is a cooking show hosted by Paula Deen on Food Network

On June 21, 2013, the Food Network announced that they would not renew Deen's contract due to controversy surrounding Deen's use of a racial slur and racist jokes in her restaurant, effectively cancelling the series.";2002;TV-G;['reality'];['US'];14.0;5.7;65.0
3985;Bali;Bali is an animated television series based on a series of French children's books by Magdalena and Laurent Richard published by Editions Flammarion. The show follows the adventures of Bali, a modern preschool puppy, his mom and dad, and Kikou, his stuffed animal in a city apartment. Paris-based PlanetNemo has licensed the television program to more than 20 countries worldwide and has sold U.S. media and merchandising rights. In addition, Bali has had a stage show run in Paris.;2006;Unknown;['animation', 'documentation'];['FR'];1.0;6.4;25.0
